Geneid,sampleTreat_1.sam,sampleTreat_2.sam,sampleTreat_3.sam,sampleCtrl_1.sam,sampleCtrl_2.sam,sampleCtrl_3.sam
YPK_0001,   5,   4,  19,   2,   6,   2
YPK_0002,   7,  12,   8,   8,  14,   6
YPK_0003,   0,   7,   0,   0,   1,   0
YPK_0004,  27,  40,  28,  34,  30,  19
YPK_0005,   2,   4,   2,   2,   0,   1
YPK_0006,   0,   2,   0,   0,   2,   0
YPK_0007,   4,   0,   3,   0,   0,   0
YPK_0008,   4,   2,   4,   5,   3,   4
YPK_0009,   0,   6,   6,   0,   0,   1
YPK_0010,   0,   8,   2,   0,   0,   0
YPK_0011,   2,   2,   6,   5,   9,  10
YPK_0012,   8,   2,  18,  16,  17,  18
YPK_0013,  14,  12,  16,   0,   6,   0
YPK_0014,   2,   0,   4,   0,   0,   1
YPK_0015,   0,   0,   0,   0,   0,   0
YPK_0016,   6,   2,   6,  11,  12,   7
YPK_0017,  12,   0,   6,   6,  14,   6
YPK_0018,   0,   0,   0,   0,   0,   0
YPK_0019,  10,   6,   0,   0,   0,   0
YPK_0020,   0,   2,   0,   2,   1,   1
YPK_0021,   0,   0,   0,   0,   1,   0
YPK_0022,   4,   1,   4,   2,   2,   4
YPK_0023,  21,  11,  22,   7,  18,  10
YPK_0024,   5,   7,   8,   1,   5,   4
YPK_0025,  18,   8,   8,   4,   8,   0
YPK_0026,   0,   4,   1,  23,  34,  15
YPK_0027,   2,   2,   7,   8,  25,   5
YPK_0028,   0,   1,   0,   1,   5,   1
YPK_0029,   0,   1,   0,   0,   2,   0
YPK_0030,  15,  11,  14,  14,  26,  14
YPK_0031,  12,   5,   7,   2,   0,   2
YPK_0032,   1,   0,   0,   0,   0,   0
YPK_0033,   0,   0,   0,   0,   0,   0
YPK_0034,   0,   0,   2,   0,   0,   0
YPK_0035,   8,   2,   8,  10,   8,  10
YPK_0036,   8,   6,  16,   6,   8,   5
YPK_0037,   8,   9,  34,   7,   9,   3
YPK_0038,   9,   8,   9,   4,  19,   3
YPK_0039,   7,  11,   1,   1,   7,   2
YPK_0040,   1,   2,   0,   3,   2,   3
YPK_0041,   6,   8,   4,   4,   4,   4
YPK_0042,   6,   2,   0,   3,   2,   2
YPK_0043,   2,   4,   4,   0,   2,   3
YPK_0044,   0,   0,   0,   0,   0,   0
YPK_0045,   0,   0,   0,   0,   0,   0
YPK_0046,   0,   0,   0,   0,   0,   0
YPK_0047,   0,   0,   0,   0,   0,   0
YPK_0048,   4,   0,   4,   0,   2,   4
YPK_0049,   1,   4,   4,   0,   3,   1
YPK_0050,   4,   0,   4,   0,   4,   1
YPK_0051,   0,   0,   0,   0,   0,   0
YPK_0052,   0,   0,   0,   0,   0,   0
YPK_0053,   0,   0,   0,   0,   0,   0
YPK_0054,   2,   2,   0,   0,   0,   0
YPK_0055,  11,   4,   4,   4,  12,   2
YPK_0056,   0,   0,   0,   0,   0,   1
YPK_0057,   0,   2,   0,   0,   0,   0
YPK_0058,   0,   0,   0,   0,   0,   0
YPK_0059,   0,   2,   0,   0,   0,   0
YPK_0060,   0,   2,   2,   0,   4,   0
YPK_0061,   6,   3,   0,   2,   6,   2
YPK_0062,   2,   1,   0,   0,   0,   0
YPK_0063,   0,   0,   0,   0,   0,   0
YPK_0064,   0,   0,   0,   0,   0,   0
YPK_0065,   0,   0,   4,   2,   0,   1
YPK_0066,   4,   4,   2,   6,   2,   4
YPK_0067,  12,   6,  10,   2,   2,   8
YPK_0068,   0,   0,   0,   0,   0,   0
YPK_0069,   0,   0,   0,   0,   0,   1
YPK_0070,   0,   0,   0,   0,   0,   2
YPK_0071,   0,   0,   0,   0,   0,   0
YPK_0072,   6,   0,   0,   0,   0,   0
YPK_0073,   0,   0,   0,   0,   0,   0
YPK_0074,   0,   0,   0,   0,   0,   0
YPK_0075,   0,   0,   0,   0,   0,   0
YPK_0076,   0,   0,   0,   0,   0,   0
YPK_0077,   0,   0,   0,   0,   0,   0
YPK_0078,   0,   0,   2,   0,   0,   0
YPK_0079,   0,   2,   2,   0,   4,   1
YPK_0080,   6,   0,   0,   1,   2,   1
YPK_0081,   6,   3,   0,   0,   1,   0
YPK_0082,   1,   2,   3,   2,  10,   3
YPK_0083,   6,   2,  14,   2,   6,   3
YPK_0085,   0,   0,   0,   0,   0,   0
YPK_0086,   0,   0,   0,   0,   0,   0
YPK_0087,   0,   1,   0,   0,   0,   0
YPK_0088,   6,   1,   8,  11,  10,   3
YPK_0089,   0,   0,   0,   0,   0,   1
YPK_0090,   0,   0,   0,   0,   0,   3
YPK_0091,   4,   2,   0,   0,   4,   2
YPK_0092,   1,   0,   2,   1,   0,   0
YPK_0093,   1,   0,   4,   1,   2,   3
YPK_0094,  14,   4,   7,   6,   7,   5
YPK_0095,   0,   0,   0,   0,   0,   0
YPK_0096,   4,   4,   2,   0,   0,   0
YPK_0097,   0,   0,   0,   2,   0,   4
YPK_0098,   2,   2,   3,   0,   0,   1
YPK_0099,   5,   0,   6,   0,   0,   1
YPK_0100,  23,  10,   8,   4,   8,   4
YPK_0101,  13,   4,   4,   9,   0,   8
YPK_0102,   0,   0,   0,   1,   0,   2
YPK_0103,   0,   6,   1,   8,   0,   3
YPK_0104,   0,   0,   6,   0,   0,   1
YPK_0105,  13,   2,   0,   7,   0,   3
YPK_0106,   2,   0,   0,   2,   0,   1
YPK_0107,   0,   0,   2,   0,   0,   1
YPK_0108,   0,   0,   0,   0,   0,   0
YPK_0109,   0,   0,   0,   0,   0,   0
YPK_0110,   0,   0,   0,   0,   0,   0
YPK_0111,   0,   2,   0,   0,   0,   0
YPK_0112,   0,   2,   0,   0,   2,   0
YPK_0113,   2,   0,   2,   0,   0,   0
YPK_0114,   4,   6,   6,   4,   2,   5
YPK_0115,   0,   5,   2,   6,   3,   4
YPK_0116,  10,   1,   6,   5,  17,   4
YPK_0117,   6,   0,   5,   2,   0,   1
YPK_0118,   0,   0,   0,   0,   0,   0
YPK_0119,  30,  32,  50,  18,  36,  26
YPK_0120,  67,  77,  71,  28,  56,  18
YPK_0121,   0,   4,   0,   2,   0,   0
YPK_0122,   6,  14,   2,   2,   6,   4
YPK_0123,   0,   1,   2,   0,   2,   1
YPK_0124,   4,  12,   2,   0,   2,   1
YPK_0125,   0,   0,   0,   0,   0,   0
YPK_0126,   0,   0,   0,   0,   0,   0
YPK_0127,   4,   1,   2,   0,   2,   0
YPK_0128,   2,   0,   0,   2,   0,   1
YPK_0129,   6,   7,   1,   2,   5,   2
YPK_0130,   0,   8,   4,   4,   2,   3
YPK_0131,   2,   4,   2,   0,   0,   1
YPK_0132,   0,   0,   2,   2,   0,   1
YPK_0133,   0,   2,   2,   0,   0,   0
YPK_0134,   0,   2,   0,   0,   3,   0
YPK_0135,   0,   0,   2,   0,   3,   0
YPK_0136,   2,   3,   2,   0,   4,   2
YPK_0137,   0,   0,   0,   0,   0,   0
YPK_0138,   1,   0,   1,   0,   0,   0
YPK_0139,   4,   0,   1,   0,   0,   0
YPK_0140,   2,   0,   2,   0,   4,   0
YPK_0141,   9,  12,  18,  11,  12,   9
YPK_0142,   0,   0,   0,   0,   0,   0
YPK_0143,   0,   0,   0,   0,   0,   0
YPK_0144,   0,   0,   0,   0,   0,   0
YPK_0145,  11,  14,  18,   2,   8,   2
YPK_0146,   0,   2,   4,   0,   0,   0
YPK_0147,   5,  12,   6,   8,  12,   6
YPK_0148,   2,  10,   3,   6,   2,   3
YPK_0149,  21,   8,  11,   2,  22,   9
YPK_0150,  15,   9,  25,   5,  15,   4
YPK_0151,  96, 113,  98,  91,  74,  59
YPK_0152,   4,   6,  32,  16,  22,   8
YPK_0153,   0,   0,   0,   0,   0,   0
YPK_0154,   0,   0,   0,   0,   0,   0
YPK_0155,   0,   0,   0,   0,   0,   0
YPK_0156,   0,   0,   0,   0,   1,   0
YPK_0157,  10,   6,   3,   4,   8,   9
YPK_0158,   2,   8,   2,   0,   1,   1
YPK_0159,   5,   2,   8,   0,   4,   1
YPK_0160,  30,  26,  28,  14,  17,  11
YPK_0161,  43,  45,  57,  66, 100,  35
YPK_0162,   4,   2,   7,  49,  52,  26
YPK_0163,  10,   6,  12,   4,   4,   3
YPK_0164,   0,   0,   0,   0,   0,   0
YPK_0165,   0,   0,   0,   4,   2,   0
YPK_0166,   0,   0,   0,   0,   0,   0
YPK_0167,   1,   0,   0,   1,   0,   0
YPK_0168,   2,   4,   4,   1,   0,   2
YPK_0169,   0,   0,   0,   4,   0,   1
YPK_0170,  18,   4,  18,   2,   6,   8
YPK_0171,   4,   2,   0,   2,   0,   1
YPK_0172,  10,   0,   6,   2,   4,   4
YPK_0173,   8,  18,   4,   8,   9,   9
YPK_0174, 190, 150, 161,  69,  81,  38
YPK_0175,  22,   8,  14,   6,   2,   3
YPK_0176,   2,   3,   0,   0,   0,   0
YPK_0177,   5,   6,  10,   0,   2,   0
YPK_0178,   7,   8,   4,   2,   6,   2
YPK_0179,   2,   0,   0,   0,   0,   0
YPK_0180,   2,   0,   4,   6,   0,   4
YPK_0181,   0,   0,   0,   0,   2,   0
YPK_0182,   0,   0,   0,   1,   0,   0
YPK_0183,   0,   0,   0,   0,   0,   0
YPK_0184,   0,   0,   0,   0,   0,   0
YPK_0185,   0,   0,   0,   0,   0,   0
YPK_0186,   0,   0,   1,   2,   0,   1
YPK_0187,   0,   2,   0,   0,   0,   0
YPK_0188,   2,   2,   2,   0,   2,   0
YPK_0189,   6,   4,   5,   2,   6,   3
YPK_0190,   0,   0,   2,   0,   0,   3
YPK_0191,   0,   0,   0,   0,   0,   0
YPK_0192,   0,   0,   0,   0,   0,   0
YPK_0193,   0,   0,   0,   0,   0,   0
YPK_0194,   0,   1,   0,   0,   0,   0
YPK_0195,   0,   0,   0,   0,   0,   0
YPK_0196,   0,   0,   0,   0,   0,   0
YPK_0197,   0,   0,   0,   0,   0,   0
YPK_0198,   0,   0,   0,   0,   0,   0
YPK_0199,   0,   0,   0,   0,   0,   0
YPK_0200,   0,   0,   0,   0,   0,   0
YPK_0201,   0,   2,   2,   0,   0,   0
YPK_0202,   0,   2,   0,   0,   0,   0
YPK_0203,   0,   0,   0,   1,   0,   0
YPK_0204,   0,   0,   0,   0,   0,   0
YPK_0205,   0,   0,   0,   0,   0,   0
YPK_0206,   0,   0,   0,   0,   0,   0
YPK_0207,   0,   0,   0,   0,   0,   0
YPK_0208,   0,   0,   0,   0,   0,   0
YPK_0209,   0,   0,   0,   0,   0,   0
YPK_0210,   0,   0,   0,   0,   0,   0
YPK_0211,   0,   0,   0,   0,   0,   0
YPK_0212,   0,   0,   0,   0,   0,   0
YPK_0213,   0,   0,   0,   0,   0,   0
YPK_0214,   0,   0,   0,   0,   0,   0
YPK_0215,   0,   0,   0,   0,   0,   0
YPK_0216,   0,   0,   2,   0,   0,   1
YPK_0217,   0,   0,   0,   0,   0,   0
YPK_0218,   0,   2,   0,   2,   0,   2
YPK_0219,   6,   2,   0,   0,  14,   1
YPK_0220,   0,   0,   0,   0,   0,   0
YPK_0221,   0,   0,   0,   0,   0,   0
YPK_0222,   0,   0,   0,   0,   0,   0
YPK_0223,   0,   0,   0,   0,   0,   0
YPK_0224,   8,   4,  15,   2,   8,   1
YPK_0225,  12,  29,  14,  10,  13,  11
YPK_0226,   8,  17,   4,   7,   4,   4
YPK_0227,  16,  16,  18,  15,  14,  17
YPK_0228,   4,   7,   4,   3,   0,   2
YPK_0229,   4,  17,   0,   2,   4,   2
YPK_0230,   7,   0,   0,   6,   4,   2
YPK_0231,  21,  16,   2,  10,   6,   6
YPK_0232,   7,   0,   2,   0,   8,   0
YPK_0233,   0,   0,   2,   0,   0,   0
YPK_0234,   0,   0,   2,   0,   0,   0
YPK_0235,  10,   8,   8,   5,   6,   3
YPK_0236,   0,   0,   0,   0,   0,   0
YPK_0237,   2,   2,  10,   7,   0,   4
YPK_0238,   0,   2,   2,   3,   0,   0
YPK_0239,   0,   6,   0,   0,   0,   0
YPK_0240,   6,  14,   6,   6,   6,   2
YPK_0241,  12,   8,  16,   3,   8,   3
YPK_0242,   9,  17,  10,   2,   6,   0
YPK_0243,   4,   6,   0,   0,   4,   1
YPK_0244,   7,   2,   0,   2,   0,   1
YPK_0245,   3,   0,   2,   0,   2,   0
YPK_0246,   1,   2,   0,   0,   1,   0
YPK_0247,   8,   0,   6,   1,   9,   1
YPK_0248,   9,  11,   8,  10,   2,   9
YPK_0249,   0,   2,   6,   0,   0,   1
YPK_0250,   0,   0,   0,   0,   0,   0
YPK_0251,   0,   0,   2,   1,   0,   1
YPK_0252,   0,   2,   2,   0,   2,   0
YPK_0253,   0,   0,   0,   0,   0,   0
YPK_0254,  10,   6,   2,   2,   0,   2
YPK_0255,   0,   0,   0,   0,   0,   1
YPK_0256,   0,   6,   1,   2,   0,   3
YPK_0257,   1,   1,   2,   0,   0,   0
YPK_0258,   0,   0,   0,   0,   0,   0
YPK_0259,   0,   0,   0,   0,   0,   0
YPK_0260,   0,   0,   0,   0,   0,   0
YPK_0261,   1,   0,   0,   0,   0,   0
YPK_0262,  12,  10,   8,   0,   9,   8
YPK_0263,   8,   0,   4,   0,   2,   0
YPK_0264,   8,   6,   3,   6,   0,   4
YPK_0265,   2,   0,   4,   0,   1,   0
YPK_0266,   0,   2,   6,   0,   0,   1
YPK_0267,   0,   0,   0,   0,   0,   0
YPK_0268,   8,   8,  10,   8,   4,   5
YPK_0269,  12,  12,   8,   4,   1,   4
YPK_0270,  64,  54,  41,  32,   6,  23
YPK_0271,  10,   6,   3,   4,   4,   7
YPK_0272,   4,   4,   6,   0,   0,   2
YPK_0273,   2,   1,   0,   0,   0,   1
YPK_0274,   2,   3,   5,   3,   0,   1
YPK_0275,  25,  17,  17,  21,  11,  18
YPK_0276,  32,  32,  23,  17,  18,  16
YPK_0277, 131, 130,  81, 126,  82, 100
YPK_0278, 255, 238, 214, 352, 289, 282
YPK_0279,   0,   0,   0,   0,   0,   0
YPK_0280,   0,   0,   2,   0,   0,   1
YPK_0281,   2,   6,   2,   0,   2,   3
YPK_0282,   8,  19,  16,   7,   7,  13
YPK_0283,  16,   7,  19,  13,  13,  15
YPK_0284,  31,  24,  13,  48,  41,  32
YPK_0285,  12,   3,   7,  19,  14,  10
YPK_0286,  37,  21,  27,  53,  51,  58
YPK_0287,  14,  17,   8,  16,  16,  16
YPK_0288,  10,  19,  13,  18,  38,  22
YPK_0289,  30,  23,  16,  66,  50,  49
YPK_0290,  21,  23,  40,  44,  29,  33
YPK_0291,   6,   5,   1,   8,   8,  11
YPK_0292,   3,  11,   4,   4,   3,   5
YPK_0293,  13,  16,  13,  16,  16,  15
YPK_0294,   9,  12,   6,  26,   9,  19
YPK_0295,  36,  77,  57,  94,  56,  59
YPK_0296,   4,   7,   4,   3,   4,   6
YPK_0297,  16,  11,  12,  20,  11,  17
YPK_0298,  12,  10,   5,  25,  25,  15
YPK_0299,   4,   4,   6,  14,   8,   5
YPK_0300,   6,  16,  20,  17,  22,  12
YPK_0301,   4,  10,   3,   9,   8,   8
YPK_0302,  21,  19,  15,  28,  34,  20
YPK_0303,  30,  45,  58,  61,  64,  52
YPK_0304,   2,   3,   5,   4,   1,   3
YPK_0305,  44,  53,  59,  52,  39,  40
YPK_0306,  31,  27,  31,  25,  37,  20
YPK_0307,  76,  49,  48,  62,  38,  63
YPK_0308,  57,  35,  56,  73,  60,  58
YPK_0309,  25,  15,  33,  36,  37,  24
YPK_0310,   0,   4,   1,   0,   2,   1
YPK_0311,   0,   2,   0,   0,   1,   2
YPK_0312,   0,   0,   2,   0,   1,   0
YPK_0313,   6,   2,   0,   4,   2,   2
YPK_0314,  11,   9,   5,   1,   2,   3
YPK_0315,  18,   8,   9,   1,   3,   3
YPK_0316,  18,  24,  17,   8,  14,  10
YPK_0317,   6,   0,   4,   0,   2,   0
YPK_0318,   1,   2,  10,   0,   0,   2
YPK_0319,   7,   0,  12,   0,   0,   0
YPK_0320,   2,   0,   8,   0,   0,   0
YPK_0321,   6,   8,   7,   5,  12,   4
YPK_0322,   3,   4,   2,   0,   3,   2
YPK_0323,   1,   1,   0,   2,   0,   1
YPK_0326,   7,   2,   8,   2,   2,   4
YPK_0327,   2,   4,   2,   0,   0,   1
YPK_0328,   6,   0,   2,   2,   0,   2
YPK_0329,   0,   2,   6,   0,   0,   0
YPK_0330,   0,   0,   0,   0,   0,   0
YPK_0332,  50,  40,  38,  52,  30,  31
YPK_0333,  12,   6,   5,   2,   0,   2
YPK_0334,  24,   7,   7,   7,  12,  12
YPK_0335,  24,  35,  21,  29,  26,  24
YPK_0336,  20,  33,  29,  57,  58,  47
YPK_0337,  45,  30,  40,  79,  59,  70
YPK_0338,  31,  41,  28,  42,  56,  39
YPK_0339,   2,   2,   0,   0,   1,   0
YPK_0340,  93, 102,  71, 101,  97,  90
YPK_0341,  42,  66,  48,  97, 139,  85
YPK_0342,   0,   0,   2,   0,   0,   0
YPK_0343,   0,   2,   0,   0,   0,   0
YPK_0344,   0,   0,   0,   0,   0,   0
YPK_0345,   0,   0,   0,   0,   0,   0
YPK_0346,   0,   0,   0,   0,   0,   0
YPK_0347,   0,   2,   2,   2,   0,   1
YPK_0348,   4,   1,   0,   2,   0,   2
YPK_0349,   0,   4,   1,   2,   0,   2
YPK_0350,   0,   0,   1,   0,   0,   3
YPK_0351,   4,   8,   2,   6,   2,  10
YPK_0352,   0,   0,   1,   0,   0,   1
YPK_0353,   4,   4,   7,  10,   0,   5
YPK_0354,  63,  56,  33,  31,  39,  27
YPK_0355,   2,   7,  10,   3,   1,   4
YPK_0356,   2,   0,   2,   2,  11,   1
YPK_0357,   6,   2,   0,   6,   0,   3
YPK_0358,   2,   0,   2,   1,   5,   1
YPK_0362,   0,   0,   0,   0,   0,   0
YPK_0363,   0,   0,   2,   2,   4,   1
YPK_0364,   0,   0,   2,   0,   2,   1
YPK_0365,   0,   0,   0,   1,   4,   1
YPK_0366,   4,   0,   0,   1,   4,   1
YPK_0367,   2,   4,   2,   2,   4,   1
YPK_0368,   6,   0,   0,   4,   6,   5
YPK_0369,   2,   0,   0,   0,   2,   0
YPK_0372,   0,   7,   6,   4,   0,   4
YPK_0373,  31,  23,  46,  38,  12,  35
YPK_0374,   0,   0,   0,   0,   0,   0
YPK_0375,   0,   2,   0,   0,   0,   0
YPK_0376,   2,   2,   2,   2,   5,   0
YPK_0377,   7,   6,   4,   6,   4,   4
YPK_0378,  23,  18,   8,  11,  56,   6
YPK_0379,   0,   0,   0,   0,   0,   0
YPK_0380,   2,   8,   7,   1,   4,   1
YPK_0381,   0,   6,   2,   9,  11,   5
YPK_0382,   0,   6,   6,   2,   9,   0
YPK_0383,   0,   0,   0,   0,   0,   0
YPK_0384,   0,   0,   0,   0,   0,   0
YPK_0385,   2,   0,   0,   0,   0,   0
YPK_0386,   4,   0,   0,   0,   0,   0
YPK_0387,   4,   0,   0,   0,   6,   0
YPK_0388,   0,   0,   0,   0,   0,   0
YPK_0389,   0,   0,   0,   0,   2,   0
YPK_0390,   0,   0,   0,   0,   0,   0
YPK_0391,   0,   0,   1,   2,   2,   1
YPK_0392,   2,   0,   0,   0,   0,   0
YPK_0393,   0,   0,   0,   0,   0,   0
YPK_0394,   0,   0,   0,   0,   2,   0
YPK_0395,   4,   4,   0,   0,   0,   0
YPK_0396,   0,   2,   0,   0,   0,   0
YPK_0397,   0,   0,   0,   0,   0,   0
YPK_0398,   0,   0,   0,   0,   0,   0
YPK_0399,   0,   0,   0,   0,   0,   0
YPK_0400,   0,   0,   0,   2,   0,   0
YPK_0401,   0,   0,   0,   0,   0,   2
YPK_0402,   0,   0,   0,   0,   0,   0
YPK_0403,   2,   0,   4,   2,   0,   1
YPK_0404,   0,   4,   0,   0,   0,   0
YPK_0405,   0,   0,   0,   0,   0,   0
YPK_0406,   0,   0,   0,   0,   0,   0
YPK_0407,   0,   0,   0,   0,   0,   0
YPK_0408,   0,   0,   0,   0,   0,   0
YPK_0409,   0,   0,   0,   0,   0,   0
YPK_0410,   9,   6,   0,   0,   2,   0
YPK_0411,   0,   2,   0,   0,   0,   0
YPK_0412,   0,   0,   4,   0,   0,   0
YPK_0413,   0,   2,   6,   0,   0,   0
YPK_0414,   0,   2,   2,   0,   5,   0
YPK_0415,   2,  10,   0,   4,   2,   2
YPK_0416,   0,   2,   2,   0,   0,   0
YPK_0417,   2,   1,   0,   0,   0,   0
YPK_0418,   0,   4,   0,   0,   4,   1
YPK_0421,   0,   2,   0,   0,   1,   0
YPK_0422,   0,   0,   0,   0,   0,   0
YPK_0423,   0,   0,   0,   0,   0,   0
YPK_0424,   0,   0,   2,   0,   0,   0
YPK_0425,   0,   0,   0,   0,   0,   0
YPK_0426,   5,   6,   6,   4,   8,   2
YPK_0427,   1,   0,   0,   0,   2,   1
YPK_0428,  11,  24,  18,   6,  11,   8
YPK_0429,   4,   2,   2,   0,   1,   2
YPK_0430,   1,   0,   0,   0,   0,   0
YPK_0431,  21,  24,  22,   9,  36,   7
YPK_0432,   4,   0,  16,   4,   2,   2
YPK_0433,   0,   0,   0,   0,   0,   0
YPK_0434,   0,   4,   1,   0,   0,   0
YPK_0435,   0,   2,   2,   0,   0,   0
YPK_0436,   2,   0,   0,   0,   0,   1
YPK_0437,  16,  14,   2,   2,   2,   4
YPK_0438,   5,   1,   0,   0,   2,   0
YPK_0439,   0,   0,   0,   0,   0,   0
YPK_0440,   5,   6,   2,   0,   2,   0
YPK_0441,   0,   0,   0,   0,   0,   0
YPK_0442,   0,   0,   0,   0,   0,   0
YPK_0443,   3,   2,   0,   0,   0,   1
YPK_0444,   9,   0,   0,   1,   4,   0
YPK_0445,  10,   8,  14,   4,   3,   4
YPK_0446,   2,   2,   0,   2,   4,   1
YPK_0447,   2,   0,   0,   2,   4,   1
YPK_0448,   0,   0,   0,   2,   0,   0
YPK_0449,   0,   0,   0,   4,   0,   2
YPK_0450,   0,   0,   0,   0,   0,   0
YPK_0451,   0,   0,   0,   0,   0,   0
YPK_0452,   2,   6,   1,   3,   2,   2
YPK_0453,   8,   0,   6,  19,  11,  11
YPK_0454,   4,   0,   4,   4,   0,   2
YPK_0455,   0,   2,   0,   4,  16,   1
YPK_0456,   0,   0,   0,   0,   0,   0
YPK_0457,   0,   0,   0,   0,   0,   0
YPK_0458,  14,   8,  11,   7,  25,   8
YPK_0459,  32,  12,   8,   9,  10,   8
YPK_0460,  12,   6,   4,   5,  10,  11
YPK_0461,   0,   2,   2,   0,   0,   0
YPK_0462,   3,   7,   6,   5,  10,   4
YPK_0463,  10,  12,   6,   0,  10,   8
YPK_0464,   4,   3,   9,   1,   1,   2
YPK_0465,   7,  11,   4,   6,  13,   5
YPK_0466,   2,   1,   2,   0,   0,   0
YPK_0467,   0,   0,   0,   0,   0,   0
YPK_0468,   0,   2,   2,   0,   0,   0
YPK_0469,   0,   2,   4,  11,   4,   5
YPK_0470,   6,   5,   0,   3,   8,   4
YPK_0471,  11,  11,   0,   8,   4,   6
YPK_0472,  13,  10,   4,  10,  12,   7
YPK_0473,   0,   6,   4,   0,   0,   1
YPK_0474,   0,   0,   0,   0,   0,   0
YPK_0475,   0,   0,   0,   0,   0,   0
YPK_0476,   0,   0,   0,   0,   0,   0
YPK_0477,   0,   0,   0,   0,   0,   0
YPK_0478,   0,   2,   2,   2,   0,   0
YPK_0479,   0,   0,   0,   2,   0,   1
YPK_0480,   0,   2,   0,   0,   0,   0
YPK_0481,   0,   0,   0,   0,   0,   0
YPK_0482,   8,   1,   0,   2,   2,   0
YPK_0483,   2,   0,   2,   0,   2,   2
YPK_0484,   0,   0,   2,   0,   0,   1
YPK_0485,   0,   2,   0,   0,   1,   0
YPK_0486,   8,  13,  33,  14,  12,  14
YPK_0487,   4,   7,   5,  12,   6,  15
YPK_0488,   2,   0,   0,   0,   0,   1
YPK_0489,   6,   2,   4,   4,   0,   3
YPK_0490,   2,   4,  10,  10,   8,   6
YPK_0491,   0,   0,   0,   0,   2,   0
YPK_0492,   0,   2,   2,   0,   1,   0
YPK_0493,  12,  10,  14,  16,   8,   8
YPK_0494,   1,   6,   0,   5,   5,   2
YPK_0495,   1,   4,   6,   0,   4,   0
YPK_0496,   4,   4,   0,   2,   6,   1
YPK_0497,   0,   1,   0,   0,   5,   0
YPK_0498,  10,  28,   8,   7,  15,   8
YPK_0499,   6,   0,   0,   2,   0,   2
YPK_0500,   2,   2,   2,   3,   3,   2
YPK_0501,   0,   6,   1,   4,   0,   1
YPK_0502,  16,  33,  15,   5,  16,   6
YPK_0503,   6,   4,  11,   0,   9,   1
YPK_0504,  11,  17,   5,   5,  10,   1
YPK_0505,   9,  13,   8,   3,   8,   1
YPK_0506,   2,   4,   3,   2,   4,   3
YPK_0507,   3,   4,   3,   0,   4,   2
YPK_0508,   1,   1,   4,   2,   0,   1
YPK_0509,   4,   1,   5,   2,   6,   1
YPK_0510,   4,   8,  18,   4,  10,   7
YPK_0511,   0,   2,   0,   0,   0,   1
YPK_0512,  10,  14,  15,   8,  10,   5
YPK_0513,   1,   7,  13,   2,   1,   4
YPK_0514,   8,   9,   3,   3,  13,   1
YPK_0515,  37,  10,  24,  26,  21,  27
YPK_0516,  11,  15,   8,   6,  20,   3
YPK_0517,   3,   0,   8,   2,   2,   1
YPK_0518,  10,   6,   2,   2,   6,   2
YPK_0519,   9,  10,   3,  12,   0,   6
YPK_0520,   8,   4,  12,   4,  12,   5
YPK_0521,  14,  21,  22,  10,  12,  16
YPK_0522,   0,   0,   0,   0,   1,   0
YPK_0523,   0,   4,   0,   0,   0,   1
YPK_0524,  21,  20,  20,  11,  18,  17
YPK_0525,  10,  26,  20,  16,  13,  12
YPK_0526,  30,  23,  28,   8,  10,  13
YPK_0527,  13,  13,  10,  10,   3,   6
YPK_0528,  28,  22,  27,  18,  16,  17
YPK_0529,   8,   4,   2,   0,   7,   6
YPK_0530,  16,  22,  10,  42,   8,  30
YPK_0531,   0,   0,   0,   0,   0,   0
YPK_0532,   0,   0,   2,   0,   0,   0
YPK_0533,  12,  12,  30,   6,   6,   3
YPK_0534,   7,   6,   6,   7,   0,   4
YPK_0535,  10,   1,   5,   2,   4,   2
YPK_0536,   4,  10,   8,   0,   5,   1
YPK_0537,   8,   8,   2,   0,   0,   1
YPK_0538,   2,   0,   0,   0,   0,   0
YPK_0539,   6,   2,   2,   8,   4,   8
YPK_0540,   2,   0,   9,   0,   1,   1
YPK_0541,   0,   1,   0,   0,   2,   0
YPK_0542,   6,   1,   0,   0,   0,   0
YPK_0543,   2,   1,   0,   4,   2,   3
YPK_0544,   2,   0,   4,   0,   0,   0
YPK_0545,   3,   1,   1,   0,   0,   1
YPK_0546,  22,  30,  14,  29,   9,  15
YPK_0547,  22,  28,  25,  49,  40,  28
YPK_0548,  30,   3,   8,  12,   5,   7
YPK_0549,   2,   0,   0,   0,   2,   1
YPK_0550,   2,   0,   0,   0,   0,   1
YPK_0551,   0,   0,   0,   0,   2,   1
YPK_0552,  14,  12,   2,   2,   2,   1
YPK_0553,   2,   2,   0,   8,   0,   4
YPK_0554,  13,  10,  12,   0,   4,   0
YPK_0555,   8,   3,  11,   0,   5,   0
YPK_0556,   1,   6,   6,   0,   3,   1
YPK_0557,   1,   2,   0,   4,   2,   2
YPK_0558,   3,   2,  15,   4,   8,   4
YPK_0559,   7,   7,   9,   9,   4,   7
YPK_0560,   1,   0,   0,   2,   0,   0
YPK_0561,   0,   0,   0,   0,   2,   0
YPK_0562,   6,   0,   5,   0,   0,   0
YPK_0563,   8,   4,   2,   2,   4,   1
YPK_0564,  14,  18,  25,   2,   8,   4
YPK_0565,   0,   0,   0,   4,   0,   4
YPK_0566,   2,   0,   0,   2,   5,   0
YPK_0567,   0,   0,   0,   0,   0,   0
